trade_date,open,high,low,close,vol,amount,ma5,ma10,ma20,ma30,ma60
20190102,6.19,6.29,6.11,6.15,29352.1,18175.615,,,,,
20190103,6.19,6.28,6.14,6.23,29547.8,18336.67,,,,,
20190104,6.13,6.49,6.0,6.48,97594.19,62032.920999999995,,,,,
20190107,6.48,6.81,6.42,6.66,123263.4,81853.235,,,,,
20190108,6.64,6.65,6.44,6.5,80855.99,53036.047,6.403999999999999,,,,
20190109,6.56,6.65,6.42,6.46,74884.3,48984.801,6.465999999999999,,,,
20190110,6.46,6.66,6.4,6.62,92500.35,60868.013,6.544,,,,
20190111,6.56,6.6,6.48,6.56,61465.87,40219.008,6.56,,,,
20190114,6.56,6.58,6.43,6.47,42878.13,27906.926,6.522,,,,
20190115,6.46,6.72,6.45,6.65,83833.12,55432.21599999999,6.552,6.478,,,
20190116,6.61,6.82,6.51,6.68,110269.28,73552.859,6.595999999999999,6.531000000000001,,,
20190117,6.65,6.65,6.43,6.45,73962.89,48172.102999999996,6.562,6.553,,,
20190118,6.45,6.53,6.42,6.49,34256.36,22192.745,6.548,6.553999999999999,,,
20190121,6.51,6.58,6.47,6.5,34747.4,22682.057,6.554,6.537999999999999,,,
20190122,6.5,6.52,6.42,6.46,26969.95,17432.723,6.516000000000001,6.533999999999999,,,
20190123,6.44,6.48,6.29,6.35,40897.34,26015.272,6.450000000000001,6.522999999999999,,,
20190124,6.33,6.43,6.3,6.39,30311.0,19346.546000000002,6.438000000000001,6.499999999999998,,,
20190125,6.47,6.54,6.34,6.37,41296.39,26642.896,6.414,6.480999999999999,,,
20190128,6.35,6.44,6.27,6.28,33402.5,21161.127999999997,6.37,6.461999999999999,,,
20190129,6.2,6.25,6.03,6.11,40821.05,24992.862,6.3,6.407999999999999,6.4430000000000005,,
20190130,6.09,6.14,6.0,6.05,24512.45,14888.845,6.239999999999999,6.344999999999998,6.438000000000001,,
20190131,6.03,6.24,6.03,6.11,36798.51,22615.512000000002,6.183999999999999,6.310999999999998,6.432000000000002,,
20190201,6.15,6.28,6.14,6.27,24862.78,15491.507,6.164,6.288999999999998,6.4215000000000035,,
20190211,6.27,6.4,6.27,6.38,31146.36,19783.621,6.183999999999999,6.276999999999998,6.407500000000003,,
20190212,6.43,6.47,6.37,6.41,33178.73,21316.192000000003,6.244,6.271999999999998,6.403000000000003,,
20190213,6.42,6.57,6.42,6.5,60396.88,39363.707,6.334,6.286999999999997,6.405000000000003,,
20190214,6.51,6.59,6.44,6.56,58596.12,38307.896,6.4239999999999995,6.303999999999997,6.402000000000003,,
20190215,6.51,6.57,6.49,6.51,37323.42,24371.815,6.4719999999999995,6.317999999999997,6.3995000000000015,,
20190218,6.51,6.74,6.51,6.67,77133.59,51235.55,6.529999999999999,6.356999999999997,6.409500000000001,,
20190219,6.67,6.74,6.57,6.65,68706.43,45699.994000000006,6.578,6.410999999999997,6.409500000000001,6.432333333333334,
20190220,6.65,6.67,6.53,6.63,59083.73,38939.321,6.604000000000001,6.468999999999997,6.407000000000001,6.448333333333334,
20190221,6.63,6.72,6.51,6.53,77997.45,51695.717000000004,6.598000000000001,6.5109999999999975,6.411000000000001,6.458333333333334,
20190222,6.53,6.8,6.5,6.76,135776.77,91367.666,6.648000000000001,6.559999999999998,6.4245,6.467666666666668,
20190225,6.83,7.12,6.76,7.05,165166.29,114671.972,6.723999999999999,6.626999999999998,6.452000000000001,6.480666666666668,
20190226,6.99,7.17,6.91,6.98,151776.59,106616.66,6.789999999999999,6.683999999999999,6.478,6.496666666666668,
20190227,7.07,7.16,6.94,7.06,112020.72,78977.709,6.8759999999999994,6.739999999999999,6.5135000000000005,6.5166666666666675,
20190228,7.05,7.1,6.91,6.97,75295.01,52663.787000000004,6.963999999999999,6.780999999999999,6.542500000000001,6.528333333333334,
20190301,6.98,7.08,6.96,7.02,70821.02,49718.504,7.015999999999998,6.831999999999998,6.575000000000001,6.543666666666668,
20190304,7.06,7.3,7.02,7.11,137204.71,98386.43199999999,7.027999999999999,6.875999999999998,6.616500000000002,6.565000000000001,
20190305,7.15,7.33,7.09,7.33,116380.83,83723.984,7.097999999999999,6.943999999999997,6.677500000000002,6.587666666666668,
20190306,7.36,7.45,7.21,7.38,112419.83,82215.136,7.161999999999999,7.018999999999997,6.7440000000000015,6.6110000000000015,
20190307,7.33,7.52,7.25,7.42,111180.51,82108.186,7.252,7.107999999999997,6.8095,6.643333333333334,
20190308,7.45,7.95,7.2,7.22,206960.62,157351.947,7.291999999999999,7.153999999999996,6.856999999999999,6.667666666666667,
20190311,7.25,7.94,7.25,7.94,191976.85,148108.551,7.457999999999998,7.242999999999997,6.935,6.715666666666667,
20190312,8.35,8.35,7.73,7.87,346936.87,277581.809,7.565999999999998,7.331999999999996,7.008,6.762666666666667,
20190313,7.74,7.82,7.45,7.5,187802.49,143906.846,7.589999999999998,7.375999999999996,7.058,6.801000000000001,
20190314,7.5,7.61,7.26,7.33,102281.29,75805.635,7.571999999999997,7.411999999999996,7.096500000000001,6.832333333333335,
20190315,7.35,7.44,7.26,7.36,94060.38,69237.931,7.599999999999997,7.445999999999996,7.139000000000001,6.865333333333336,
20190318,7.37,7.46,7.31,7.45,74506.92,54996.261,7.501999999999998,7.479999999999997,7.178000000000002,6.904333333333335,
20190319,7.45,7.49,7.33,7.39,73168.0,54223.488,7.405999999999999,7.485999999999997,7.215000000000001,6.947000000000001,
20190320,7.39,7.42,7.24,7.34,86683.01,63502.199,7.373999999999998,7.4819999999999975,7.250500000000001,6.99,
20190321,7.33,7.58,7.32,7.46,99162.1,74033.54400000001,7.399999999999999,7.485999999999997,7.2970000000000015,7.035,
20190322,7.45,7.77,7.42,7.75,155855.58,118952.894,7.477999999999999,7.538999999999997,7.346500000000002,7.084333333333333,
