trade_date,open,high,low,close,vol,amount,ma5,ma10,ma20,ma30,ma60
20190102,3.94,3.95,3.89,3.92,76278.87,29896.397999999997,,,,,
20190103,3.92,3.98,3.89,3.9,63215.23,24815.441000000003,,,,,
20190104,3.83,4.0,3.81,4.0,87012.2,34298.725,,,,,
20190107,4.08,4.16,4.03,4.15,143371.72,58858.810999999994,,,,,
20190108,4.15,4.31,4.12,4.22,162541.48,69006.253,4.038,,,,
20190109,4.22,4.57,4.22,4.36,338060.95,149748.84,4.126,,,,
20190110,4.36,4.42,4.3,4.34,153417.82,66767.72200000001,4.214,,,,
20190111,4.34,4.44,4.31,4.37,144290.05,63172.57,4.288000000000001,,,,
20190114,4.37,4.45,4.34,4.38,124905.03,54804.566,4.3340000000000005,,,,
20190115,4.34,4.51,4.34,4.5,249776.87,111040.46699999999,4.390000000000001,4.214,,,
20190116,4.58,4.58,4.38,4.39,198569.36,88574.27900000001,4.396000000000001,4.261,,,
20190117,4.38,4.4,4.28,4.32,115745.63,50173.121,4.392000000000001,4.303,,,
20190118,4.32,4.39,4.28,4.34,96616.75,41885.855,4.386000000000001,4.337000000000001,,,
20190121,4.32,4.39,4.31,4.35,102658.99,44646.94,4.380000000000001,4.357000000000001,,,
20190122,4.35,4.36,4.26,4.29,82647.02,35555.833,4.338,4.364000000000001,,,
20190123,4.31,4.31,4.22,4.28,85149.49,36366.565,4.316000000000001,4.356000000000001,,,
20190124,4.28,4.43,4.27,4.37,135039.93,59085.02,4.3260000000000005,4.359,,,
20190125,4.36,4.54,4.33,4.44,201546.13,89828.17199999999,4.346000000000001,4.3660000000000005,,,
20190128,4.45,4.49,4.33,4.33,109387.88,48158.144,4.3420000000000005,4.361,,,
20190129,4.33,4.36,4.16,4.28,112189.54,47843.06,4.340000000000001,4.339,4.2765,,
20190130,4.23,4.42,4.22,4.28,122375.6,52864.880999999994,4.340000000000001,4.328,4.2945,,
20190131,4.28,4.4,4.23,4.27,137261.29,59125.952000000005,4.32,4.3229999999999995,4.313,,
