trade_date,open,high,low,close,vol,amount,ma5,ma10,ma20,ma30,ma60
20190102,4.84,4.89,4.74,4.86,21725.98,10459.82,,,,,
20190103,4.87,4.92,4.66,4.69,20878.77,10004.4,,,,,
20190104,4.68,4.86,4.65,4.83,25397.09,12139.645,,,,,
20190107,4.88,4.99,4.84,4.93,35989.39,17704.571,,,,,
20190108,4.9,4.97,4.65,4.87,35312.29,17342.341,4.836,,,,
20190109,4.91,5.04,4.82,4.89,44666.54,22066.851000000002,4.8420000000000005,,,,
20190110,4.9,4.98,4.73,4.88,56270.14,27386.282000000003,4.880000000000001,,,,
20190111,4.87,4.87,4.76,4.81,37889.85,18214.324,4.876,,,,
20190114,4.82,5.09,4.74,5.05,87658.72,43644.337,4.9,,,,
20190115,5.05,5.05,4.94,5.01,62390.83,31083.326,4.928000000000001,4.882,,,
20190116,5.0,5.14,4.92,4.92,58738.0,29423.554,4.934,4.888,,,
20190117,4.91,4.94,4.8,4.8,50335.22,24451.305,4.918000000000001,4.899,,,
20190118,4.78,4.86,4.73,4.82,41780.34,20097.862,4.920000000000001,4.898000000000001,,,
20190121,4.84,4.88,4.69,4.71,48975.19,23445.958,4.852000000000001,4.876,,,
20190122,4.76,4.87,4.74,4.84,53918.0,25936.759,4.8180000000000005,4.873000000000001,,,
20190123,4.78,4.82,4.67,4.72,38889.13,18401.433999999997,4.7780000000000005,4.856000000000001,,,
20190124,4.76,4.86,4.71,4.79,36278.01,17426.404,4.776,4.847,,,
20190125,4.81,4.9,4.76,4.79,36253.24,17545.147,4.77,4.845000000000001,,,
20190128,4.83,4.83,4.31,4.31,94634.69,42326.889,4.6899999999999995,4.771000000000001,,,
20190129,4.23,4.42,4.11,4.34,77852.27,33138.649,4.589999999999999,4.7040000000000015,4.793000000000001,,
20190130,4.3,4.3,4.14,4.18,41278.18,17376.36,4.481999999999999,4.630000000000001,4.759000000000001,,
20190131,4.3,4.51,4.29,4.35,55708.19,24462.816000000003,4.394,4.585000000000002,4.742000000000001,,
20190201,4.34,4.44,4.23,4.38,47200.52,20476.066000000003,4.311999999999999,4.541000000000002,4.719500000000001,,
20190211,4.42,4.43,4.25,4.43,53098.27,23241.13,4.336,4.513000000000002,4.694500000000001,,
20190212,4.39,4.47,4.37,4.41,43481.56,19197.158,4.35,4.4700000000000015,4.6715,,
20190213,4.43,4.6,4.41,4.56,59545.85,26969.804,4.426,4.454000000000002,4.655,,
20190214,4.55,4.57,4.49,4.53,36984.07,16719.926,4.462000000000001,4.428000000000003,4.637500000000001,,
20190215,4.54,4.61,4.5,4.54,32300.5,14773.601999999999,4.494000000000001,4.403000000000002,4.6240000000000006,,
20190218,4.55,4.69,4.55,4.66,44506.82,20653.456000000002,4.540000000000001,4.438000000000002,4.604500000000001,,
