trade_date,open,high,low,close,vol,amount,ma5,ma10,ma20,ma30,ma60
20190102,3.48,3.48,3.42,3.44,16729.0,5769.012,,,,,
20190103,3.46,3.49,3.43,3.46,19227.0,6650.365,,,,,
20190104,3.44,3.55,3.4,3.54,37981.92,13284.035,,,,,
20190107,3.58,3.61,3.55,3.61,40008.36,14339.257,,,,,
20190108,3.6,3.61,3.57,3.6,22152.6,7957.031999999999,3.5300000000000002,,,,
20190109,3.6,3.67,3.6,3.63,43343.61,15822.913,3.568,,,,
20190110,3.64,3.66,3.6,3.61,27662.0,10054.895,3.598,,,,
20190111,3.6,3.66,3.6,3.64,27134.01,9851.325,3.618,,,,
20190114,3.66,3.69,3.62,3.64,28141.0,10259.127,3.624,,,,
20190115,3.62,3.67,3.62,3.67,32486.22,11845.133999999998,3.6379999999999995,3.5840000000000005,,,
20190116,3.67,3.69,3.64,3.65,39005.44,14288.191,3.6419999999999995,3.6050000000000004,,,
20190117,3.66,3.67,3.6,3.62,34133.0,12416.284,3.6439999999999997,3.621,,,
20190118,3.63,3.66,3.59,3.65,54599.65,19816.277,3.6459999999999995,3.632,,,
20190121,3.66,3.69,3.64,3.65,35088.29,12865.871000000001,3.647999999999999,3.636,,,
20190122,3.64,3.69,3.62,3.63,36436.0,13320.947,3.6399999999999992,3.6390000000000002,,,
20190123,3.62,3.66,3.61,3.63,27616.0,10031.42,3.6359999999999992,3.6390000000000002,,,
20190124,3.63,3.66,3.6,3.64,27002.4,9809.461,3.6399999999999992,3.6420000000000003,,,
20190125,3.65,3.68,3.61,3.61,36211.0,13200.346000000001,3.6319999999999992,3.6390000000000002,,,
20190128,3.63,3.66,3.6,3.61,29769.0,10799.651000000002,3.6239999999999997,3.636,,,
20190129,3.6,3.62,3.47,3.53,41842.34,14784.565,3.604,3.622,3.603,,
20190130,3.51,3.6,3.48,3.54,33487.45,11876.865,3.586,3.6109999999999998,3.6080000000000005,,
