trade_date,open,high,low,close,vol,amount,ma5,ma10,ma20,ma30,ma60
20190102,6.22,6.3,6.15,6.21,62425.37,38861.108,,,,,
20190103,6.2,6.39,6.15,6.38,91098.27,57134.117,,,,,
20190104,6.24,6.51,6.21,6.5,104720.24,67131.984,,,,,
20190107,6.57,6.64,6.45,6.6,106979.98,70249.238,,,,,
20190108,6.75,6.75,6.43,6.46,160548.59,105541.109,6.43,,,,
20190109,6.46,7.11,6.46,6.97,467002.69,325349.01,6.581999999999999,,,,
20190110,6.85,6.9,6.69,6.77,271161.34,184085.521,6.659999999999998,,,,
20190111,6.81,7.3,6.78,7.1,329587.77,231605.625,6.7799999999999985,,,,
20190114,7.09,7.17,6.96,7.15,202550.6,143378.487,6.889999999999998,,,,
20190115,7.06,7.13,6.95,7.08,146487.48,103118.433,7.013999999999998,6.7219999999999995,,,
20190116,7.06,7.13,6.86,6.89,130089.64,90623.847,6.9979999999999976,6.790000000000001,,,
20190117,6.9,6.91,6.71,6.73,103271.59,70123.101,6.9899999999999975,6.825000000000001,,,
20190118,6.77,6.8,6.62,6.76,91484.73,61394.942,6.921999999999997,6.851000000000002,,,
20190121,6.76,7.09,6.73,7.09,166924.74,115558.728,6.909999999999998,6.900000000000003,,,
20190122,7.09,7.25,6.92,7.01,232067.72,164266.15,6.895999999999998,6.955000000000004,,,
20190123,6.93,6.97,6.74,6.87,145494.33,99677.391,6.891999999999998,6.945000000000005,,,
20190124,6.81,7.12,6.76,7.03,197473.86,138260.485,6.951999999999998,6.971000000000005,,,
20190125,6.98,7.29,6.89,7.14,270903.09,193650.89,7.027999999999999,6.975000000000006,,,
20190128,7.21,7.23,6.96,7.04,123174.48,87290.12599999999,7.017999999999998,6.964000000000006,,,
20190129,7.01,7.02,6.68,6.95,117749.42,80845.842,7.0059999999999985,6.951000000000006,6.836500000000001,,
20190130,6.91,6.96,6.73,6.73,72318.47,49528.062999999995,6.977999999999999,6.935000000000007,6.8625,,
20190131,6.75,6.92,6.68,6.81,73053.53,49716.129,6.933999999999999,6.943000000000007,6.884,,
20190201,6.81,7.04,6.79,7.04,94692.81,65819.732,6.913999999999999,6.971000000000006,6.911,,
20190211,7.04,7.29,7.02,7.27,177943.19,127773.951,6.959999999999998,6.989000000000006,6.944500000000001,,
20190212,7.24,7.3,7.2,7.27,151633.03,109817.431,7.023999999999998,7.015000000000005,6.985000000000001,,
20190213,7.29,7.56,7.28,7.38,205414.03,152136.142,7.153999999999999,7.066000000000004,7.0055000000000005,,
20190214,7.38,7.47,7.29,7.4,147721.68,108992.09199999999,7.2719999999999985,7.103000000000004,7.037000000000001,,
20190215,7.4,7.56,7.28,7.35,214458.28,158916.866,7.333999999999999,7.124000000000004,7.0495,,
20190218,7.39,7.71,7.32,7.68,258379.18,195840.553,7.4159999999999995,7.188000000000004,7.0760000000000005,,
20190219,7.73,7.77,7.48,7.63,214215.68,163206.95,7.4879999999999995,7.256000000000003,7.1034999999999995,6.976333333333334,
20190220,7.59,7.81,7.53,7.76,209660.99,160533.78699999998,7.563999999999998,7.3590000000000035,7.147,7.0280000000000005,
20190221,7.7,8.06,7.65,7.71,299546.3,235559.33,7.6259999999999994,7.4490000000000025,7.196000000000001,7.072333333333334,
20190222,7.7,8.05,7.69,8.0,240899.73,189951.43300000002,7.7559999999999985,7.545000000000002,7.258000000000001,7.122333333333334,
20190225,8.28,8.8,8.16,8.65,413767.12,352752.107,7.949999999999998,7.6830000000000025,7.336000000000001,7.190666666666668,
20190226,8.66,8.86,8.32,8.52,346648.5,297261.76399999997,8.127999999999998,7.8080000000000025,7.411500000000002,7.259333333333334,
20190227,8.52,8.82,8.36,8.61,323640.49,279118.845,8.297999999999998,7.931000000000003,7.498500000000002,7.314000000000002,
20190228,8.58,8.78,8.41,8.55,166794.5,143236.104,8.465999999999998,8.046000000000003,7.574500000000002,7.373333333333335,
20190301,8.63,8.63,8.42,8.59,127798.5,108890.98300000001,8.583999999999998,8.170000000000003,7.647000000000003,7.423000000000002,
