ts_code,trade_date,open,high,low,close,vol,amount
603267.SH,20190515,29.15,29.15,29.15,29.15,393.42,1146.819
603267.SH,20190516,32.07,32.07,32.07,32.07,153.0,490.671
603267.SH,20190517,35.28,35.28,35.28,35.28,523.5,1846.908
603267.SH,20190520,38.81,38.81,38.81,38.81,1757.5,6820.858
603267.SH,20190521,42.69,42.69,42.69,42.69,4880.03,20832.848
603267.SH,20190522,46.0,46.86,43.6,44.63,248809.85,1115980.176
603267.SH,20190523,43.0,45.29,42.5,44.57,167641.97,739078.533
603267.SH,20190524,44.0,45.24,42.63,42.63,123783.85,543103.175
603267.SH,20190527,41.91,44.7,41.12,43.58,124946.72,535810.512
603267.SH,20190528,43.11,46.47,42.8,44.91,165008.03,739517.599
603267.SH,20190529,44.68,47.47,44.5,45.11,165461.58,761346.655
603267.SH,20190530,45.88,49.62,44.91,49.62,184084.39,864409.783
603267.SH,20190531,50.08,54.58,50.0,51.5,239398.78,1257775.349
603267.SH,20190603,51.04,52.52,46.35,46.35,180447.23,872926.69
603267.SH,20190604,45.35,45.6,43.23,43.76,123188.21,546626.285
603267.SH,20190605,44.3,44.75,43.0,43.0,82981.72,364501.816
603267.SH,20190606,42.79,44.3,42.52,43.21,75422.63,328035.108
603267.SH,20190610,43.19,45.15,42.6,44.63,74746.04,330626.429
603267.SH,20190611,44.5,46.46,43.98,46.27,86646.59,393405.32
603267.SH,20190612,45.89,46.99,44.6,44.61,82701.51,377074.671
603267.SH,20190613,44.34,47.47,44.04,46.71,104237.81,480159.946
603267.SH,20190614,46.21,47.28,43.34,43.47,88101.86,399455.126
603267.SH,20190617,43.45,44.15,42.7,43.55,45297.54,196668.626
603267.SH,20190618,43.64,46.5,43.12,45.39,80823.44,364674.171
603267.SH,20190619,47.0,49.2,45.63,47.78,117658.75,553890.726
603267.SH,20190620,46.39,48.87,46.27,47.8,106902.93,508712.353
603267.SH,20190621,47.6,49.17,47.12,47.6,89094.79,427717.619
603267.SH,20190624,47.77,49.65,47.18,48.25,89914.05,435873.158
603267.SH,20190625,47.94,48.0,45.8,46.96,67691.01,316380.667
603267.SH,20190626,46.61,48.6,46.61,48.37,65844.54,313993.032
603267.SH,20190627,48.79,50.39,47.91,48.39,94198.08,461216.787
603267.SH,20190628,48.46,50.79,48.18,49.14,96498.56,477936.866
603267.SH,20190701,50.15,53.05,49.17,52.02,106343.77,543205.608
603267.SH,20190702,51.65,51.65,49.83,50.6,87529.32,443965.107
603267.SH,20190703,50.1,50.16,47.8,48.0,72369.65,352911.974
603267.SH,20190704,48.29,48.99,47.97,48.47,48410.9,234613.086
603267.SH,20190705,48.6,53.32,48.6,53.32,121282.35,625228.205
603267.SH,20190708,52.25,52.25,49.01,49.33,114674.07,578132.024
603267.SH,20190709,48.78,50.78,48.7,50.72,74446.16,372703.916
603267.SH,20190710,50.59,51.51,49.54,50.06,66768.99,337281.893
603267.SH,20190711,50.4,50.59,48.09,48.69,65257.6,320974.404
603267.SH,20190712,48.24,48.42,46.0,46.2,71077.53,335536.54
603267.SH,20190715,46.47,48.44,46.21,48.24,59017.93,280129.123
603267.SH,20190716,47.92,49.46,47.51,48.88,57762.18,280877.831
603267.SH,20190717,48.92,49.34,48.2,48.52,46719.43,227557.434
603267.SH,20190718,48.34,48.4,46.76,46.76,45634.96,216174.654
603267.SH,20190719,46.95,47.59,46.13,46.5,36146.04,169635.527
603267.SH,20190722,47.01,47.35,44.05,44.36,46305.09,208774.711
603267.SH,20190723,44.4,45.66,44.2,45.43,30062.81,135799.001
603267.SH,20190724,45.59,48.48,45.48,47.06,52520.19,247634.566
603267.SH,20190725,47.07,48.34,46.86,47.35,49671.79,236286.011
603267.SH,20190726,47.07,47.95,46.64,47.67,38631.41,183377.173
