ts_code,trade_date,open,high,low,close,vol,amount
603986.SH,20190102,62.49,62.58,59.69,59.8,42416.53,257682.033
603986.SH,20190103,59.79,60.98,59.02,59.2,37396.03,224237.19
603986.SH,20190104,58.13,61.35,57.55,60.73,48285.28,289201.594
603986.SH,20190107,61.2,63.8,60.9,62.9,56519.63,354243.514
603986.SH,20190108,62.51,62.52,60.95,61.2,37074.17,228363.233
603986.SH,20190109,61.5,63.91,61.01,62.12,57187.28,357674.559
603986.SH,20190110,62.13,62.5,61.09,61.12,32076.93,197833.527
603986.SH,20190111,61.2,61.78,61.0,61.23,24550.5,150560.747
603986.SH,20190114,61.23,61.75,58.2,58.48,48115.42,285681.184
603986.SH,20190115,58.47,60.18,58.05,60.1,40845.53,243198.797
603986.SH,20190116,60.2,62.49,60.2,60.8,49009.61,300271.203
603986.SH,20190117,61.04,61.61,59.88,60.24,32712.08,198805.817
603986.SH,20190118,60.6,61.56,59.87,61.32,41404.74,251952.37
603986.SH,20190121,62.1,67.45,61.32,67.45,132756.15,860145.637
603986.SH,20190122,67.4,67.4,65.16,66.0,74563.68,493331.157
603986.SH,20190123,65.65,65.75,63.84,65.0,52376.59,338560.465
603986.SH,20190124,64.43,70.87,64.43,68.2,107892.73,733455.702
603986.SH,20190125,68.06,71.4,67.64,69.72,98177.84,689434.894
603986.SH,20190128,71.0,72.88,69.58,69.9,78875.96,561194.34
603986.SH,20190129,68.27,70.09,66.88,69.2,63241.81,431905.63
603986.SH,20190130,68.98,69.58,66.8,67.12,42795.62,291088.727
603986.SH,20190131,67.18,69.9,67.18,67.69,47665.75,326639.093
603986.SH,20190201,68.47,71.3,68.13,71.06,51730.57,364134.584
603986.SH,20190211,71.04,75.6,70.75,75.22,63790.66,473328.27
603986.SH,20190212,74.9,75.3,73.55,74.14,55431.77,411684.366
603986.SH,20190213,74.53,78.69,74.53,75.35,82199.39,630077.86
603986.SH,20190214,75.27,77.88,73.88,77.1,57922.98,440984.527
603986.SH,20190215,76.16,77.5,74.66,74.7,52997.19,401911.578
603986.SH,20190218,76.1,78.7,74.48,78.6,79229.65,612292.217
603986.SH,20190219,79.5,80.78,77.03,78.39,70830.4,559510.149
603986.SH,20190220,78.0,78.29,75.18,76.5,60262.17,461551.298
603986.SH,20190221,76.15,79.89,76.15,77.11,75167.28,589196.585
603986.SH,20190222,76.45,81.22,75.18,81.21,113218.96,876794.381
603986.SH,20190225,86.66,89.33,85.5,89.33,117449.19,1034045.266
603986.SH,20190226,89.36,98.25,89.36,93.11,121162.48,1133896.875
603986.SH,20190227,92.7,95.58,90.5,92.6,74067.03,685248.918
603986.SH,20190228,91.22,94.88,91.18,92.0,49614.81,461513.179
603986.SH,20190301,93.5,94.25,89.86,92.21,50848.84,465450.429
603986.SH,20190304,96.2,101.4,95.6,96.71,96739.85,944626.431
603986.SH,20190305,97.0,106.38,95.8,106.38,96326.59,993704.962
603986.SH,20190306,110.0,110.0,103.56,106.95,87111.66,930198.007
603986.SH,20190307,104.1,105.5,100.7,104.5,103035.36,1061284.571
603986.SH,20190308,102.0,114.95,98.5,105.9,135081.43,1479760.368
603986.SH,20190311,107.53,113.88,104.98,108.11,107945.61,1175591.721
603986.SH,20190312,110.99,117.5,108.88,114.0,96519.85,1094139.163
603986.SH,20190313,112.08,114.9,102.6,104.5,105091.57,1134554.075
