trade_date,open,high,low,close,vol,amount
20210115,3.84,3.88,3.77,3.8,24556.0,9385.408
20210114,3.84,3.86,3.8,3.84,10338.97,3956.477
20210113,3.82,3.91,3.77,3.85,30797.0,11772.615
20210112,3.9,3.91,3.8,3.82,33378.55,12857.6
20210111,3.93,3.95,3.91,3.91,10318.55,4049.208
20210108,3.92,3.94,3.88,3.93,13464.02,5251.749
20210107,3.97,3.99,3.91,3.92,12942.16,5099.725
20210106,3.97,4.0,3.95,3.97,12011.0,4771.778
20210105,3.95,4.01,3.92,3.97,18583.94,7350.643
20210104,3.95,4.02,3.89,3.95,28757.4,11320.108
20201231,3.93,3.97,3.87,3.95,29309.39,11507.626
20201230,3.93,4.03,3.93,3.96,22270.0,8900.538
20201229,4.09,4.09,3.92,3.94,36105.62,14381.909
20201228,4.02,4.14,4.02,4.03,103097.06,42230.913
20201225,3.74,3.94,3.73,3.94,31991.0,12367.763
20201224,3.81,3.83,3.71,3.75,16927.0,6395.131
20201223,3.83,3.85,3.8,3.83,16417.02,6280.953
20201222,3.87,3.87,3.82,3.84,15673.14,6024.563
20201221,3.87,3.95,3.85,3.87,19807.01,7703.647
20201218,3.87,3.87,3.84,3.87,11377.0,4390.927
20201217,3.85,3.87,3.81,3.86,11229.01,4321.242
20201216,3.9,3.91,3.84,3.85,11047.0,4265.951
20201215,4.0,4.01,3.89,3.9,14325.0,5630.728
20201214,3.87,3.92,3.8,3.91,21176.39,8231.683
20201211,3.89,3.91,3.84,3.87,8179.0,3170.888
20201210,3.9,3.91,3.88,3.9,10494.0,4091.252
20201209,3.92,3.96,3.9,3.91,25506.12,10041.319
20201208,3.91,3.94,3.89,3.92,12951.56,5084.016
20201207,3.9,3.92,3.89,3.9,11950.0,4666.247
20201204,3.87,3.9,3.86,3.89,7481.0,2903.566
20201203,3.86,3.88,3.85,3.88,10984.0,4245.526
20201202,3.94,3.96,3.8,3.85,36685.0,14201.506
20201201,3.92,3.94,3.89,3.93,8124.01,3182.437
