ts_code,trade_date,open,high,low,close,vol,amount
601933.SH,20190102,7.9,7.93,7.69,7.9,244267.56,191062.428
601933.SH,20190103,7.9,7.97,7.83,7.9,243274.96,192061.272
601933.SH,20190104,7.84,7.95,7.7,7.92,370435.57,289919.35
601933.SH,20190107,7.92,7.98,7.88,7.95,423833.87,336059.259
601933.SH,20190108,7.92,8.08,7.82,8.07,419876.77,334344.468
601933.SH,20190109,8.04,8.24,8.0,8.06,427371.21,348036.049
601933.SH,20190110,8.01,8.05,7.94,8.02,247976.14,198279.215
601933.SH,20190111,8.0,8.15,7.98,8.14,248622.1,200905.483
601933.SH,20190114,8.14,8.3,8.05,8.21,389707.1,321040.311
601933.SH,20190115,8.25,8.33,8.21,8.26,248889.31,205786.877
601933.SH,20190116,8.26,8.34,8.25,8.29,285142.5,236605.363
601933.SH,20190117,8.31,8.31,8.12,8.13,225407.54,184936.356
601933.SH,20190118,8.14,8.24,8.08,8.15,367991.84,300143.222
601933.SH,20190121,8.15,8.32,8.15,8.24,320312.44,264588.658
601933.SH,20190122,8.25,8.25,8.1,8.18,259290.8,212308.579
601933.SH,20190123,8.18,8.25,8.15,8.21,187643.56,154068.191
601933.SH,20190124,8.23,8.25,8.13,8.16,211722.79,173047.217
601933.SH,20190125,8.2,8.26,8.15,8.22,237688.85,195225.635
601933.SH,20190128,8.24,8.38,8.2,8.24,294427.2,244628.292
601933.SH,20190129,8.25,8.36,8.18,8.25,265453.42,219206.255
601933.SH,20190130,8.25,8.31,8.19,8.21,184037.73,151763.925
601933.SH,20190131,8.21,8.27,8.03,8.06,300856.37,245028.774
601933.SH,20190201,8.09,8.23,8.09,8.19,155315.8,127186.917
601933.SH,20190211,8.22,8.28,8.12,8.24,321592.3,263110.592
601933.SH,20190212,8.23,8.57,8.21,8.55,475080.1,400777.204
601933.SH,20190213,8.51,8.82,8.49,8.71,546222.33,475831.211
601933.SH,20190214,8.72,8.74,8.59,8.65,239740.83,207709.781
601933.SH,20190215,8.66,8.7,8.56,8.56,207285.23,178817.362
601933.SH,20190218,8.58,8.88,8.58,8.84,397737.42,349206.662
601933.SH,20190219,8.82,8.95,8.63,8.69,353948.4,311838.952
601933.SH,20190220,8.73,8.86,8.68,8.7,291728.1,254963.495
601933.SH,20190221,8.77,8.78,8.48,8.52,434779.41,375454.82
601933.SH,20190222,8.56,8.84,8.5,8.84,522969.95,455365.356
601933.SH,20190225,8.9,9.15,8.79,9.1,743897.2,670246.842
601933.SH,20190226,9.1,9.15,8.83,8.85,657493.73,589482.182
601933.SH,20190227,8.85,8.92,8.56,8.64,555002.16,482946.474
601933.SH,20190228,8.68,8.7,8.5,8.65,566384.62,487082.808
601933.SH,20190301,8.65,8.82,8.65,8.72,470255.96,410398.306
601933.SH,20190304,8.74,8.96,8.72,8.8,704985.85,623198.937
601933.SH,20190305,8.81,9.11,8.76,8.87,621279.99,553003.348
601933.SH,20190306,8.87,8.87,8.6,8.79,807535.34,704143.66
601933.SH,20190307,8.73,8.74,8.52,8.6,780081.78,671860.899
601933.SH,20190308,8.5,8.52,8.25,8.26,690903.32,577126.114
601933.SH,20190311,8.22,8.47,8.22,8.38,463708.89,388693.051
601933.SH,20190312,8.39,8.49,8.33,8.4,539406.18,453454.472
601933.SH,20190313,8.4,8.4,8.21,8.32,427099.14,353936.821
601933.SH,20190314,8.3,8.37,8.21,8.25,296314.22,245149.93
601933.SH,20190315,8.26,8.38,8.24,8.31,426091.11,353638.354
601933.SH,20190318,8.31,8.66,8.28,8.65,852963.76,727570.268
601933.SH,20190319,8.68,8.79,8.62,8.74,631309.22,549752.444
601933.SH,20190320,8.71,8.83,8.56,8.66,403153.15,350628.51
601933.SH,20190321,8.67,8.73,8.58,8.6,371553.24,320546.713
601933.SH,20190322,8.64,8.66,8.5,8.6,294542.9,252437.007
