trade_date,open,high,low,close,vol,amount
20210115,46.46,47.98,45.7,47.11,275438.36,1289782.982
20210114,46.95,48.38,46.5,46.61,344168.6,1631283.377
20210113,48.05,49.86,46.87,47.21,421495.02,2025968.907
20210112,46.9,48.37,46.68,48.37,318779.06,1522051.329
20210111,47.39,48.88,46.44,47.0,396549.74,1886041.908
20210108,47.6,48.45,46.4,47.4,335237.71,1582861.91
20210107,44.65,47.88,44.63,47.0,552954.79,2593573.536
20210106,44.41,45.54,44.01,44.6,328142.11,1467509.222
20210105,43.15,45.84,43.05,44.35,438294.6,1951091.806
20210104,42.7,44.36,42.46,43.88,367860.69,1601969.775
20201231,42.82,43.15,42.12,42.75,380196.51,1622188.436
20201230,38.0,42.66,37.75,42.66,579932.37,2407883.731
20201229,38.46,39.4,38.4,38.78,144810.75,563326.056
20201228,38.94,39.35,37.89,38.29,164017.45,632172.461
20201225,39.3,39.55,38.41,39.17,151882.74,591437.776
20201224,40.9,41.88,39.05,39.72,216300.94,868426.61
20201223,39.7,41.3,39.67,41.1,199680.17,811305.13
20201222,40.5,40.82,39.4,39.62,160833.26,646377.769
20201221,39.99,41.12,39.5,40.89,229489.17,926952.888
20201218,40.2,40.29,39.33,39.91,123058.08,488667.038
20201217,37.8,39.95,37.75,39.8,219088.26,858643.241
20201216,38.3,38.35,37.54,38.03,107770.97,408790.417
20201215,37.19,38.45,37.04,38.3,139327.47,529136.404
20201214,37.08,37.42,36.4,37.31,113898.13,421180.861
20201211,38.1,38.2,36.44,36.99,188917.91,701343.289
20201210,37.41,38.52,37.01,38.01,178580.28,674535.03
20201209,40.31,40.35,36.8,37.59,448516.97,1709137.433
20201208,39.9,40.55,39.49,40.38,151951.61,610574.823
20201207,39.8,40.62,39.48,40.03,176114.29,707463.828
20201204,39.7,40.19,38.96,39.48,160249.03,632338.566
20201203,39.9,40.11,39.3,39.7,128719.87,511361.398
20201202,40.32,40.85,39.53,40.12,190861.63,766653.415
20201201,39.3,40.42,39.25,40.27,155941.96,623661.078
20201130,39.9,40.78,39.19,39.54,228562.1,913412.475
20201127,40.04,40.57,39.25,39.73,169565.76,675157.885
20201126,39.61,40.5,39.41,39.99,159396.62,636311.071
20201125,40.56,41.0,39.59,39.65,207466.36,833708.642
20201124,40.88,41.47,40.18,40.46,218365.42,887814.426
