ts_code,trade_date,open,high,low,close,vol,amount
300266.SZ,20190102,3.57,3.59,3.51,3.54,132697.65,47019.013
300266.SZ,20190103,3.54,3.67,3.49,3.6,251316.87,90121.648
300266.SZ,20190104,3.55,3.73,3.51,3.69,249580.58,90930.829
300266.SZ,20190107,3.72,3.83,3.7,3.79,268836.33,101473.508
300266.SZ,20190108,3.76,3.84,3.74,3.8,217881.99,82662.185
300266.SZ,20190109,3.79,3.86,3.73,3.74,296031.0,112545.621
300266.SZ,20190110,3.72,3.82,3.7,3.73,225667.56,85065.12
300266.SZ,20190111,3.74,3.92,3.74,3.83,414657.3,159224.918
300266.SZ,20190114,3.84,3.86,3.72,3.78,248076.57,93920.899
300266.SZ,20190115,3.76,3.79,3.72,3.79,243794.17,91708.461
300266.SZ,20190116,3.83,3.95,3.79,3.8,374651.56,144541.72
300266.SZ,20190117,3.75,3.84,3.73,3.82,292804.95,111047.675
300266.SZ,20190118,3.81,3.88,3.77,3.8,291190.86,110997.742
300266.SZ,20190121,3.8,3.8,3.73,3.75,210105.43,78962.098
300266.SZ,20190122,3.75,3.75,3.59,3.62,293563.95,107474.07
300266.SZ,20190123,3.58,3.63,3.58,3.59,137019.09,49331.178
300266.SZ,20190124,3.56,3.57,3.45,3.54,342680.82,120464.177
300266.SZ,20190125,3.51,3.53,3.36,3.37,348074.5,119880.095
300266.SZ,20190128,3.4,3.43,3.33,3.35,191207.44,64603.01
300266.SZ,20190129,3.33,3.34,3.06,3.16,347992.28,110349.838
300266.SZ,20190130,3.08,3.16,3.03,3.05,223953.03,69548.108
300266.SZ,20190131,2.9,3.1,2.9,2.97,350029.72,104603.793
300266.SZ,20190201,2.99,3.17,2.99,3.15,255151.8,79217.628
300266.SZ,20190211,3.18,3.28,3.18,3.26,218370.41,70857.256
300266.SZ,20190212,3.27,3.36,3.23,3.3,231889.01,76386.067
300266.SZ,20190213,3.3,3.34,3.26,3.32,294094.54,97126.496
300266.SZ,20190214,3.32,3.36,3.29,3.32,224710.88,74705.713
300266.SZ,20190215,3.35,3.43,3.33,3.34,335728.9,113422.752
300266.SZ,20190218,3.35,3.5,3.34,3.49,384903.35,132737.759
300266.SZ,20190219,3.51,3.76,3.46,3.63,681292.4,246170.935
300266.SZ,20190220,3.59,3.62,3.44,3.54,479000.09,169197.191
300266.SZ,20190221,3.56,3.59,3.45,3.48,404324.3,142281.736
300266.SZ,20190222,3.44,3.58,3.44,3.56,352637.3,124315.849
300266.SZ,20190225,3.56,3.83,3.56,3.82,733549.47,270146.669
300266.SZ,20190226,3.83,3.98,3.71,3.85,963603.27,368924.188
300266.SZ,20190227,3.8,4.09,3.78,4.0,988660.77,392016.306
300266.SZ,20190228,3.97,4.09,3.91,3.99,740853.76,295883.466
300266.SZ,20190301,3.95,4.04,3.82,3.92,659830.52,259716.387
300266.SZ,20190304,3.91,4.17,3.89,4.04,1067308.28,432789.018
300266.SZ,20190305,4.01,4.11,3.94,4.11,760899.54,307734.591
300266.SZ,20190306,4.1,4.38,4.05,4.29,1145334.54,481039.547
300266.SZ,20190307,4.27,4.72,4.2,4.59,1404918.1,631336.867
300266.SZ,20190308,4.45,4.74,4.27,4.29,1206891.44,541360.182
300266.SZ,20190311,4.22,4.48,4.17,4.47,925674.78,401580.444
300266.SZ,20190312,4.43,4.64,4.38,4.58,1155762.21,520829.99
300266.SZ,20190313,4.54,4.55,4.2,4.33,878619.23,387405.751
300266.SZ,20190314,4.29,4.36,4.01,4.1,708407.99,292840.499
300266.SZ,20190315,4.14,4.23,4.06,4.13,499482.3,207411.626
300266.SZ,20190318,4.18,4.28,4.09,4.24,467686.6,195694.187
300266.SZ,20190319,4.21,4.34,4.2,4.25,473839.05,201924.613
300266.SZ,20190320,4.25,4.48,4.13,4.41,711926.51,303887.703
300266.SZ,20190321,4.35,4.48,4.32,4.43,805491.85,355692.256
300266.SZ,20190322,4.4,4.42,4.23,4.36,513814.71,222701.264
300266.SZ,20190401,4.8,4.8,4.8,4.8,22695.81,10893.988
300266.SZ,20190402,5.28,5.28,5.1,5.28,956465.84,504177.188
300266.SZ,20190403,5.3,5.5,5.13,5.15,2002326.48,1060073.831
300266.SZ,20190404,5.08,5.33,5.02,5.11,1085196.8,559983.798
300266.SZ,20190408,5.09,5.62,5.06,5.62,1123247.23,595368.881
300266.SZ,20190409,5.87,6.18,5.76,6.18,1880339.42,1124433.412
300266.SZ,20190410,6.33,6.8,5.97,6.8,2180215.79,1436898.482
300266.SZ,20190411,6.63,6.99,6.12,6.12,1688982.74,1099983.14
300266.SZ,20190412,5.75,5.95,5.51,5.57,1304311.96,739378.338
300266.SZ,20190415,5.68,5.77,5.49,5.5,751716.87,423631.675
300266.SZ,20190416,5.42,5.78,5.35,5.7,791012.87,446999.201
300266.SZ,20190417,5.81,6.06,5.72,5.79,825636.55,485991.206
300266.SZ,20190418,5.87,6.06,5.51,5.88,939779.85,544147.556
300266.SZ,20190419,6.0,6.47,5.91,6.47,1030319.52,630286.349
300266.SZ,20190422,6.7,7.1,6.41,6.68,1481577.39,1006504.997
300266.SZ,20190423,6.62,7.3,6.41,6.99,1423997.5,973965.984
300266.SZ,20190424,6.8,7.27,6.71,6.73,1354299.2,946663.345
300266.SZ,20190425,6.44,6.53,6.06,6.06,984324.45,614750.969
300266.SZ,20190426,5.85,5.95,5.51,5.54,752200.6,430483.128
300266.SZ,20190429,5.57,5.71,5.27,5.45,580275.76,321975.467
