trade_date,open,high,low,close,vol,amount
20210115,4.9,5.12,4.8,4.97,106528.33,53065.087
20210114,4.67,5.1,4.52,4.96,175941.03,84775.928
20210113,4.71,4.79,4.63,4.7,104408.38,49163.099
20210112,4.71,5.16,4.65,4.8,152533.62,73776.4
20210111,4.9,4.95,4.62,4.69,151832.91,72212.906
20210108,5.03,5.08,4.82,4.89,180417.1,89077.224
20210107,5.39,5.49,4.99,5.07,270688.46,140344.876
20210106,5.8,5.87,5.39,5.46,280176.44,156136.548
20210105,6.0,6.05,5.8,5.84,216262.49,127326.953
20210104,6.03,6.2,5.97,6.0,263797.91,159347.188
20201231,6.16,6.48,5.9,6.13,345524.3,211337.404
20201230,6.13,6.27,5.55,6.01,320751.35,193660.271
20201229,6.5,6.6,6.09,6.13,504463.38,318384.979
20201228,5.74,6.35,5.74,6.35,356278.77,223883.651
20201225,5.56,5.87,5.51,5.77,290684.01,166717.996
20201224,6.3,6.49,5.73,5.73,516372.36,305916.652
20201223,6.67,7.11,6.16,6.37,709256.75,466362.448
20201222,6.36,6.81,6.32,6.69,428324.14,284865.548
20201221,5.63,6.19,5.63,6.19,94769.11,57316.214
20201218,5.77,5.82,5.6,5.63,76753.0,43695.413
20201217,5.57,5.79,5.42,5.76,133301.0,74843.833
20201216,5.78,5.79,5.52,5.56,106547.49,60082.208
20201215,5.8,5.85,5.73,5.77,71108.48,41150.164
20201214,5.87,5.93,5.72,5.79,92203.0,53696.015
20201211,6.07,6.18,5.72,5.81,156342.5,92600.477
20201210,5.97,6.12,5.88,6.04,113898.03,68659.188
20201209,6.2,6.2,5.97,5.97,160816.0,97587.08
20201208,6.4,6.44,6.18,6.19,169850.0,106215.583
20201207,6.55,6.55,6.4,6.4,150925.0,97517.558
20201204,6.77,6.79,6.5,6.5,220882.0,145638.851
20201203,6.95,7.15,6.61,6.66,363490.99,248022.135
20201202,6.92,7.35,6.9,6.94,678966.56,480859.301
20201201,6.32,6.92,6.24,6.92,394664.64,265140.257
20201130,5.97,6.41,5.85,6.29,271014.02,168451.174
20201127,6.12,6.14,5.87,5.96,84365.0,50500.969
20201126,6.1,6.15,5.95,6.06,97349.0,58820.855
20201125,6.3,6.3,5.93,6.1,171050.1,103863.442
20201124,6.01,6.16,5.93,6.05,122092.3,73591.804
20201123,6.05,6.16,5.97,6.01,236112.89,143104.244
20201120,5.82,6.31,5.73,6.07,422775.7,257231.412
20201119,5.86,5.86,5.59,5.74,98435.1,56162.409
20201118,5.76,6.04,5.73,5.8,147618.1,86548.18
20201117,5.78,5.81,5.65,5.73,87252.0,50017.43
20201116,5.63,5.87,5.6,5.81,145995.4,83946.564
20201113,5.69,5.7,5.49,5.58,144036.48,80604.638
20201112,5.9,5.93,5.63,5.69,202711.49,116421.533
20201111,5.78,6.29,5.78,5.8,281615.21,168943.66
20201110,6.03,6.06,5.75,5.86,196388.22,115001.23
20201109,5.99,6.23,5.95,6.01,268670.19,162932.807
20201106,5.79,6.12,5.52,5.85,310368.79,182230.965
20201105,5.33,5.78,5.26,5.6,221556.0,123414.501
20201104,5.41,5.42,5.19,5.36,110118.02,58195.359
20201103,5.27,5.58,5.27,5.41,154063.91,83814.409
20201102,5.34,5.38,5.24,5.25,88178.2,46771.365
20201030,5.45,5.49,5.24,5.26,176047.2,94462.478
20201029,5.09,5.42,5.07,5.34,221702.15,117887.274
20201028,5.18,5.25,5.09,5.18,88252.1,45460.844
20201027,5.14,5.25,5.07,5.08,87876.0,45169.469
20201026,5.15,5.35,5.07,5.2,139776.83,72772.303
20201023,5.07,5.25,5.05,5.13,95351.6,49192.462
20201022,5.03,5.13,4.98,5.07,84174.02,42722.102
20201021,5.15,5.16,5.02,5.05,80892.0,41068.882
20201020,4.94,5.15,4.9,5.08,111178.81,56042.819
20201019,4.99,5.09,4.92,4.98,93132.21,46405.136
20201016,4.84,4.96,4.8,4.91,65463.32,32048.015
20201015,4.85,4.97,4.83,4.86,66634.98,32547.345
20201014,4.81,4.87,4.78,4.87,45821.0,22139.549
20201013,4.79,4.88,4.77,4.83,47160.0,22789.907
20201012,4.68,4.83,4.68,4.82,60777.0,29067.195
20201009,4.59,4.72,4.57,4.68,40593.02,18963.607
20200930,4.52,4.59,4.5,4.53,32045.0,14570.398
20200929,4.55,4.59,4.51,4.54,29819.6,13602.981
20200928,4.67,4.67,4.52,4.54,41645.02,19106.29
20200925,4.68,4.71,4.6,4.64,30271.0,14021.774
20200924,4.79,4.8,4.64,4.66,59602.01,27998.009
20200923,4.84,4.85,4.76,4.83,46071.87,22134.597
20200922,4.84,4.88,4.79,4.8,41818.05,20207.68
20200921,4.86,4.94,4.83,4.88,79307.03,38684.395
20200918,4.75,4.9,4.7,4.89,79669.07,38377.353
20200917,4.74,4.8,4.72,4.76,37755.57,17960.278
20200916,4.85,4.87,4.72,4.75,58578.29,27980.768
20200915,4.88,4.9,4.83,4.87,57697.25,28046.086
20200914,4.92,4.95,4.82,4.9,76755.05,37526.677
20200911,4.79,4.91,4.76,4.88,73246.58,35451.905
20200910,5.09,5.16,4.83,4.84,150234.16,74452.453
20200909,5.08,5.24,5.01,5.08,163848.17,84072.888
20200908,5.01,5.12,5.01,5.12,105556.09,53578.206
20200907,4.9,5.14,4.89,5.03,195293.31,98516.575
20200904,4.76,4.94,4.7,4.91,118227.17,57315.798
20200903,5.0,5.02,4.85,4.86,129734.1,63748.978
20200902,4.98,5.03,4.9,5.02,138700.0,68820.615
20200901,5.09,5.12,4.94,5.02,157902.67,78894.514
20200831,5.11,5.19,5.05,5.13,175676.86,89748.442
20200828,5.3,5.3,5.04,5.11,346908.88,177740.879
20200827,4.85,5.37,4.84,5.37,243124.2,126812.086
20200826,5.02,5.34,4.88,4.88,261786.59,133728.514
20200825,5.02,5.13,4.97,5.08,143227.02,72493.546
20200824,4.97,5.05,4.86,5.02,116311.94,57761.127
20200821,4.86,4.98,4.85,4.95,82476.89,40681.608
20200820,4.9,4.93,4.83,4.86,79112.3,38476.078
20200819,4.9,5.07,4.82,4.94,179672.53,89323.207
20200818,4.94,4.95,4.87,4.91,71723.6,35139.646
20200817,4.9,4.94,4.86,4.93,106879.08,52421.831
20200814,4.84,4.89,4.78,4.89,90684.52,43916.38
20200813,4.71,4.89,4.7,4.85,124775.37,60299.912
20200812,4.75,4.76,4.61,4.72,101078.11,47158.555
20200811,4.82,4.86,4.69,4.79,93048.0,44625.412
20200810,4.76,4.88,4.74,4.83,88139.08,42536.338
20200807,4.9,4.9,4.74,4.8,80354.22,38598.075
20200806,4.87,4.93,4.77,4.91,98126.52,47723.762
20200805,4.81,4.89,4.76,4.87,86033.0,41657.233
20200804,4.89,4.93,4.8,4.81,105751.0,51137.31
20200803,4.83,4.92,4.83,4.9,139086.52,67759.133
20200731,4.77,4.83,4.73,4.8,96915.05,46378.092
20200730,4.76,4.84,4.74,4.8,116961.26,55951.564
20200729,4.63,4.76,4.57,4.75,89664.22,41994.281
20200728,4.65,4.74,4.59,4.64,73033.0,34015.576
20200727,4.59,4.69,4.5,4.65,87404.02,40051.362
20200724,4.7,4.85,4.57,4.6,161821.55,76417.64
20200723,4.76,4.79,4.62,4.72,130159.09,61132.189
20200722,4.78,4.84,4.72,4.81,179511.33,85749.933
20200721,4.71,4.91,4.66,4.85,234444.14,112485.752
20200720,4.54,4.68,4.53,4.67,98946.1,45892.974
20200717,4.53,4.55,4.44,4.53,80333.67,36133.289
20200716,4.63,4.68,4.46,4.54,116766.32,53455.32
20200715,4.78,4.82,4.59,4.64,143878.25,67233.387
20200714,4.86,4.91,4.68,4.76,183091.6,87806.549
20200713,4.61,4.88,4.61,4.86,204722.7,97336.31
20200710,4.74,4.84,4.62,4.66,215182.71,101354.938
20200709,4.6,4.66,4.55,4.65,166948.42,76892.754
20200708,4.43,4.64,4.39,4.6,183298.32,83137.993
20200707,4.5,4.57,4.38,4.43,183849.11,82249.751
20200706,4.32,4.47,4.3,4.47,135168.36,59502.681
20200703,4.27,4.32,4.25,4.29,112043.59,48000.744
20200702,4.19,4.28,4.17,4.26,109257.83,46364.789
20200701,4.2,4.2,4.14,4.19,68960.43,28806.268
20200630,4.17,4.22,4.15,4.19,56872.0,23831.725
20200629,4.17,4.22,4.12,4.16,43680.0,18219.916
20200624,4.2,4.2,4.15,4.16,41326.0,17238.935
20200623,4.2,4.25,4.15,4.2,54280.0,22788.099
20200622,4.25,4.26,4.18,4.21,85500.49,35937.117
20200619,4.27,4.29,4.22,4.24,68624.0,29173.474
20200618,4.26,4.31,4.2,4.29,105876.49,45185.239
20200617,4.2,4.28,4.15,4.26,99440.49,41843.079
20200616,4.12,4.2,4.12,4.2,62169.93,25880.607
20200615,4.13,4.17,4.1,4.12,69990.0,28933.067
20200612,4.07,4.19,4.07,4.16,52408.9,21645.222
20200611,4.15,4.21,4.15,4.18,61291.36,25622.495
20200610,4.22,4.23,4.18,4.2,62331.0,26172.908
20200609,4.2,4.24,4.18,4.23,70929.89,29871.027
20200608,4.28,4.29,4.2,4.21,104046.93,44127.009
20200605,4.29,4.31,4.23,4.27,136603.1,58293.392
20200604,4.23,4.33,4.2,4.32,158528.77,67511.404
20200603,4.26,4.31,4.22,4.22,167645.49,71437.204
20200602,4.21,4.27,4.18,4.25,138878.62,58721.187
20200601,4.11,4.29,4.11,4.22,136898.83,57341.459
20200529,4.08,4.16,4.07,4.11,107637.57,44355.991
20200528,4.2,4.24,4.05,4.12,190189.1,78668.942
20200527,4.28,4.31,4.17,4.24,241523.13,102460.891
20200526,4.28,4.34,4.2,4.32,245835.34,105047.869
20200525,4.55,4.62,4.24,4.28,411201.35,180435.61
20200522,5.08,5.15,4.7,4.7,530981.44,256211.371
20200521,5.04,5.39,4.85,5.22,793317.7,407860.159
20200520,4.7,5.14,4.65,5.03,758887.94,375221.113
20200519,5.15,5.16,4.8,5.16,995829.98,506115.781
20200518,4.26,4.69,4.24,4.69,164867.49,76514.373
20200515,4.25,4.32,4.2,4.26,84527.0,35895.908
20200514,4.15,4.25,4.14,4.25,81397.47,34198.355
20200513,4.07,4.19,4.04,4.19,69804.54,28762.613
20200512,4.15,4.17,4.05,4.09,67323.0,27549.908
20200511,4.23,4.23,4.11,4.17,70707.0,29464.017
20200508,4.23,4.25,4.17,4.21,77473.0,32573.174
20200507,4.22,4.28,4.17,4.2,59112.0,24945.119
20200506,4.08,4.24,4.06,4.23,61421.54,25703.019
20200430,4.06,4.17,4.03,4.15,71586.0,29477.838
20200429,4.01,4.05,3.93,3.96,55741.55,22231.652
20200428,4.23,4.23,3.83,4.01,102106.54,41168.511
20200427,4.23,4.27,4.18,4.22,54908.53,23225.866
20200424,4.29,4.31,4.21,4.23,58947.1,25107.831
20200423,4.34,4.4,4.28,4.3,72249.12,31272.273
20200422,4.22,4.39,4.2,4.37,98341.02,42513.204
20200421,4.28,4.3,4.19,4.26,62403.01,26447.503
20200420,4.31,4.34,4.24,4.32,72445.11,31072.073
20200417,4.4,4.46,4.27,4.29,133934.1,58491.493
20200416,4.36,4.48,4.34,4.43,98311.0,43521.871
20200415,4.51,4.52,4.39,4.39,152008.2,67437.347
20200414,4.52,4.66,4.46,4.56,155303.6,70917.102
20200413,4.41,4.55,4.35,4.52,104456.1,46763.996
20200410,4.55,4.57,4.36,4.42,163291.95,72792.211
20200409,4.39,4.64,4.38,4.6,275274.91,124829.044
20200408,4.25,4.55,4.21,4.4,263787.11,116467.005
20200407,4.21,4.28,4.21,4.25,150588.55,64063.623
20200403,4.23,4.24,4.15,4.16,104606.06,43727.041
20200402,4.13,4.23,4.09,4.23,120925.83,50348.319
20200401,4.18,4.26,4.13,4.14,136986.0,57358.383
20200331,4.28,4.3,4.16,4.18,159191.06,67209.574
20200330,4.37,4.42,4.16,4.26,257432.0,109630.485
20200327,4.6,4.68,4.5,4.5,289014.31,132947.229
20200326,4.75,4.81,4.58,4.6,424849.91,199051.465
20200325,5.02,5.15,4.67,4.88,791286.57,384637.067
20200324,6.06,6.06,5.04,5.08,1021444.93,592024.499
20200323,5.17,5.51,5.07,5.51,753295.42,407456.755
20200320,4.58,5.01,4.57,5.01,115056.02,55879.91
20200319,4.56,4.65,4.45,4.55,166077.98,75442.226
20200318,4.9,5.04,4.66,4.67,251630.37,123151.037
20200317,4.8,4.96,4.28,4.89,250930.36,119057.777
20200316,4.87,5.15,4.7,4.75,322657.87,158483.862
20200313,4.63,5.13,4.44,4.9,342092.43,166446.676
20200312,4.49,4.78,4.48,4.73,134495.46,62707.102
20200311,4.55,4.85,4.53,4.6,133983.02,62404.634
20200310,4.38,4.59,4.24,4.55,91507.2,40449.11
20200309,4.59,4.63,4.39,4.4,75661.83,34081.991
20200306,4.51,4.69,4.5,4.6,81859.08,37752.44
20200305,4.47,4.6,4.47,4.57,68859.91,31357.484
20200304,4.39,4.58,4.38,4.49,105818.31,47356.207
20200303,4.35,4.47,4.34,4.39,54278.3,23946.17
20200302,4.16,4.33,4.16,4.32,41393.23,17719.018
20200228,4.32,4.32,4.12,4.16,56292.0,23771.592
20200227,4.37,4.46,4.36,4.38,44908.71,19771.567
20200226,4.27,4.48,4.25,4.37,90954.06,40011.911
20200225,4.35,4.35,4.14,4.3,88899.78,38078.112
20200224,4.37,4.44,4.36,4.4,53729.57,23610.206
20200221,4.42,4.46,4.37,4.39,58432.54,25783.602
20200220,4.31,4.43,4.31,4.43,68368.42,29959.879
20200219,4.31,4.37,4.29,4.32,47256.62,20465.501
20200218,4.26,4.37,4.24,4.31,44172.21,19009.261
20200217,4.13,4.28,4.13,4.27,57980.22,24397.858
20200214,4.21,4.22,4.09,4.13,61692.41,25681.836
20200213,4.21,4.34,4.11,4.23,87834.34,37196.297
20200212,4.09,4.2,4.07,4.2,38964.57,16096.918
20200211,4.13,4.15,4.05,4.09,34357.0,14050.81
20200210,4.04,4.12,4.0,4.12,41500.0,16961.874
20200207,3.95,4.05,3.92,4.03,33948.24,13542.408
20200206,3.91,3.98,3.86,3.95,41673.89,16395.181
20200205,3.79,3.96,3.77,3.88,42423.3,16483.386
20200204,3.58,3.84,3.58,3.8,66674.71,25029.155
20200203,3.98,3.98,3.98,3.98,8854.0,3523.892
20200123,4.54,4.57,4.37,4.42,42442.0,18981.903
20200122,4.52,4.57,4.45,4.54,24650.11,11122.558
20200121,4.64,4.64,4.5,4.5,61237.21,27834.339
20200120,4.61,4.71,4.59,4.64,57302.13,26575.787
20200117,4.64,4.69,4.57,4.61,21907.0,10120.653
20200116,4.7,4.71,4.61,4.64,29389.0,13687.214
20200115,4.75,4.75,4.65,4.7,36416.85,17073.319
20200114,4.68,4.79,4.66,4.71,55773.55,26464.072
20200113,4.61,4.69,4.57,4.69,32857.35,15222.784
20200110,4.66,4.71,4.59,4.64,42628.04,19789.473
20200109,4.59,4.75,4.59,4.67,44210.57,20653.452
20200108,4.64,4.67,4.56,4.58,37505.77,17300.192
20200107,4.59,4.65,4.59,4.65,31666.57,14669.48
20200106,4.58,4.65,4.55,4.61,38651.9,17808.256
20200103,4.54,4.65,4.53,4.62,57353.89,26402.11
20200102,4.5,4.57,4.5,4.55,30764.36,13975.276
20191231,4.46,4.5,4.44,4.49,22421.0,10023.765
20191230,4.44,4.49,4.37,4.47,35337.0,15683.498
20191227,4.52,4.57,4.45,4.47,27442.0,12402.288
20191226,4.58,4.58,4.49,4.54,28188.92,12741.63
20191225,4.54,4.6,4.52,4.54,34827.0,15887.737
20191224,4.44,4.6,4.42,4.57,50682.02,23000.899
20191223,4.48,4.52,4.42,4.43,27567.58,12341.117
20191220,4.59,4.64,4.52,4.52,48622.32,22186.975
20191219,4.78,4.87,4.57,4.61,110436.33,51777.892
20191218,4.47,4.6,4.47,4.52,37333.14,16929.693
20191217,4.45,4.51,4.44,4.48,39331.46,17596.663
